Hospital Name,AT&T,FirstNet
Mayo Clinic Hospital - Rochester,6,0
Allina Health Faribault Medical Center,0,0
Sanford Behavioral Health Center,3,0
Community Behavioral Health Hospital - Fergus Falls,1,0
M Health Fairview Bethesda Hospital,13,0
Lake Region Healthcare Corporation,4,0
Essentia Health-Fosston,0,0
Glencoe Regional Health,1,0
Glacial Ridge Health System,0,0
Essentia Health-Graceville,0,0
North Shore Health,0,0
Grand Itasca Clinic and Hospital,1,0
Avera Granite Falls,1,0
Kittson Healthcare,0,0
Hendricks Community Hospital Association,0,0
Fairview Range,1,0
Hutchinson Health,3,0
Rainy Lake Medical Center,0,0
Sanford Jackson Medical Center,0,0
Mayo Clinic Health System in Lake City,0,0
Ridgeview Le Sueur Medical Center,1,0
Meeker Memorial Hospital and Clinics,1,0
CHI St. Gabriel's Health,3,0
CentraCare - Long Prairie,0,0
Sanford Luverne Medical Center,1,0
Madelia Health,0,0
Madison Healthcare Services,0,0
Mahnomen Health Center,0,0
Mayo Clinic Health System in Mankato,2,0
Avera Marshall Regional Medical Center,0,0
CentraCare - Melrose,0,0
Abbott Northwestern Hospital,57,0
M Health Fairview St. John's Hospital,2,0
Park Nicollet Methodist Hospital,5,0
M Health Fairview Ridges Hospital,5,0
Regency Hospital of Minneapolis,5,0
M Health Fairview Southdale Hospital,25,0
Hennepin Healthcare,187,0
Minneapolis VA Health Care System,22,0
CCM Health,0,0
CentraCare - Monticello,0,0
Essentia Health Moose Lake,0,0
Welia Health,3,0
Stevens Community Medical Center,2,0
Mayo Clinic Health System in New Prague,1,0
New Ulm Medical Center,0,0
Northfield Hospital and Clinics,0,0
HealthPartners Olivia Hospital & Clinic,0,0
Mille Lacs Health System,2,0
Ortonville Area Health Services,1,0
Owatonna Hospital,3,0
CHI St. Joseph's Health,1,0
CentraCare Health Paynesville,0,0
Perham Health,0,0
Pipestone County Medical Center,0,0
M Health Fairview Northland Medical Center,1,0
Red Lake Indian Health Service Hospital,0,0
Mayo Clinic Health System in Red Wing,0,0
CentraCare - Redwood,0,0
North Memorial Health Hospital,10,0
Olmsted Medical Center,2,0
LifeCare Medical Center,1,0
CentraCare - St. Cloud Hospital,4,0
St. Cloud VA Health Care System,2,0
Mayo Clinic Health System in Saint James,3,0
Regions Hospital,73,0
United Hospital,57,0
Gillette Children's Specialty Healthcare,52,0
River's Edge Hospital and Clinic,2,0
Essentia Health Sandstone,1,0
CentraCare - Sauk Centre,1,0
St. Francis Regional Medical Center,6,0
Murray County Medical Center,0,0
Sleepy Eye Medical Center,0,0
Lakewood Health System,0,0
Lakeview Hospital MN,4,0
Sanford Thief River Falls Medical Center,1,0
Sanford Tracy Medical Center,1,0
Lake View Hospital,2,0
Avera Tyler,0,0
Essentia Health-Virginia,5,0
Gundersen Saint Elizabeth's Hospital & Clinics,0,0
Ridgeview Medical Center,4,0
Astera Health,1,0
North Valley Health Center,3,0
Mayo Clinic Health System in Waseca,1,0
Sanford Westbrook Medical Center,0,0
Sanford Wheaton Medical Center,0,0
CentraCare - Rice Memorial Hospital,2,0
Windom Area Health,2,0
Winona Health,4,0
Sanford Worthington Medical Center,1,0
MercyOne North Iowa Medical Center,0,0
MercyOne Des Moines Medical Center,16,0
Genesis Medical Center - Davenport,0,0
Des Moines VA Medical Center,4,0
Select Specialty Hospital-Quad Cities,1,0
Monroe County Hospital and Clinics,0,0
Kossuth Regional Health Center,0,0
Mary Greeley Medical Center,5,0
UnityPoint Health - Jones Regional Medical Center,2,0
Cass Health,1,0
Audubon County Memorial Hospital and Clinics,0,0
Iowa Specialty Hospital-Belmond,0,0
Davis County Hospital and Clinics,2,0
Boone County Hospital,4,0
Hancock County Health System,0,0
"Southeast Iowa Regional Medical Center, West Burlington Campus",0,0
St. Anthony Regional Hospital,1,0
MercyOne Cedar Falls Medical Center,2,0
Mercy Medical Center - Cedar Rapids,8,0
UnityPoint Health - St. Luke's Hospital,15,0
MercyOne Centerville Medical Center,0,0
Lucas County Health Center,0,0
Floyd County Medical Center,0,0
Cherokee Mental Health Institute,0,0
Cherokee Regional Medical Center,1,0
Clarinda Regional Health Center,0,0
Iowa Specialty Hospital-Clarion,0,0
MercyOne Clinton Medical Center,1,0
CHI Health Mercy Corning,0,0
Wayne County Hospital and Clinic System,0,0
Methodist Jennie Edmundson Hospital,1,0
CHI Health Mercy Council Bluffs,0,0
Regional Health Services of Howard County,0,0
Greater Regional Health,0,0
UnityPoint Health - Trinity Bettendorf,2,0
WinnMed,0,0
Crawford County Memorial Hospital,0,0
Broadlawns Medical Center,5,0
Select Specialty Hospital-Des Moines,17,0
UnityPoint Health - Iowa Methodist Medical Center,15,0
MercyOne Clive Rehabilitation Hospital,1,0
Mercy Iowa City Rehabilitation Hospital,5,0
University of Iowa Health Network Rehabilitation Hospital,0,0
Eagle View Behavioral Health,8,0
"Genesis Medical Center, DeWitt",0,0
UnityPoint Health - Finley Hospital,4,0
MercyOne Dubuque Medical Center,3,0
MercyOne Dyersville Medical Center,0,0
MercyOne Elkader Medical Center,0,0
Palo Alto County Health System,1,0
Avera Holy Family Hospital,0,0
Jefferson County Health Center,0,0
UnityPoint Health - Trinity Regional Medical Center,1,0
Adair County Health System,0,0
UnityPoint Health - Grinnell Regional Medical Center,4,0
Grundy County Memorial Hospital,0,0
Guthrie County Hospital,0,0
Guttenberg Municipal Hospital and Clinics,1,0
George C. Grape Community Hospital,0,0
Franklin General Hospital,0,0
Myrtue Medical Center,2,0
Hawarden Regional Healthcare,0,0
Humboldt County Memorial Hospital,3,0
Horn Memorial Hospital,0,0
Independence Mental Health Institute,0,0
Buchanan County Health Center,0,0
University of Iowa Health Care Medical Center Downtown,23,0
University of Iowa Health Care Medical Center,25,0
Iowa City VA Health System,12,0
Hansen Family Hospital,0,0
Greene County Medical Center,0,0
Van Buren County Hospital,0,0
Knoxville Hospital & Clinics,0,0
Stewart Memorial Community Hospital,0,0
Floyd Valley Healthcare,0,0
Decatur County Hospital,0,0
Regional Medical Center,0,0
Jackson County Regional Health Center,0,0
Compass Memorial Healthcare,0,0
UnityPoint Health - Marshalltown,2,0
CHI Health Missouri Valley,1,0
Henry County Health Center,1,0
Ringgold County Hospital,0,0
UnityPoint Health - Trinity Muscatine,0,0
Story County Medical Center,3,0
MercyOne New Hampton Medical Center,0,0
MercyOne Newton Medical Center,0,0
Iowa Medical and Classification Center,0,0
MercyOne Oelwein Medical Center,0,0
Burgess Health Center,0,0
Orange City Area Health System,4,0
Mitchell County Regional Health Center,0,0
Clarke County Hospital,0,0
Mahaska Health,0,0
Ottumwa Regional Health Center,0,0
Pella Regional Health Center,0,0
Dallas County Hospital,1,0
Pocahontas Community Hospital,0,0
MercyOne Primghar Medical Center,0,0
Montgomery County Memorial Hospital,0,0
Hegg Health Center Avera,0,0
Loring Hospital,0,0
Sanford Sheldon Medical Center,2,0
Shenandoah Medical Center,0,0
Osceola Regional Health Center,0,0
Sioux Center Health,1,0
UnityPoint Health - St. Lukes's Sioux City,4,0
MercyOne Siouxland Medical Center,8,0
Spencer Hospital,0,0
Lakes Regional Healthcare,2,0
Buena Vista Regional Medical Center,3,0
Community Memorial Hospital IA,0,0
Virginia Gay Hospital,0,0
Washington County Hospital and Clinics,1,0
UnityPoint Health - Allen Hospital,4,0
MercyOne Waterloo Medical Center,9,0
Veterans Memorial Hospital,0,0
Waverly Health Center,1,0
Van Diest Medical Center,0,0
Gundersen Palmer Lutheran Hospital and Clinics,0,0
Madison County Health Care System,0,0
Manning Regional Healthcare Center,0,0
Keokuk County Health Center,0,0
Avera Merrill Pioneer Hospital,1,0
Clive Behavioral Health,18,0
Saint Luke's North Hospital - Barry Road,5,0
Parkland Health Center - Farmington Community,12,0
Ellett Memorial Hospital,0,0
Freeman Health System,12,0
Mosaic Life Care at St. Joseph - Medical Center,5,0
Mercy Hospital Aurora,1,0
Capital Region Medical Center,11,0
Northwest Missouri Psychiatric Rehabilitation Center,4,0
Rusk Rehabilitation Hospital,26,0
Poplar Bluff Regional Medical Center,9,0
The Rehabilitation Institute of St. Louis,17,0
Select Specialty Hospital-St. Louis,19,0
Ranken Jordan Pediatric Bridge Hospital,6,0
Harrison County Community Hospital,1,0
Saint Luke's East Hospital,16,0
Parkland Health Center-Bonne Terre,5,0
Landmark Hospital of Cape Girardeau,11,0
Progress West Hospital,11,0
Belton Regional Medical Center,13,0
Iron County Medical Center,2,0
Centerpoint Medical Center,1,0
Mercy Rehabilitation Hospital St. Louis,16,0
Landmark Hospital of Joplin,9,0
Kindred Hospital Northland,5,0
Select Specialty Hospital-Springfield,10,0
Cox Medical Center Branson,9,0
Bates County Memorial Hospital,1,0
Citizens Memorial Hospital,1,0
Cameron Regional Medical Center,1,0
St. Mary's Medical Center MO,6,0
Saint Francis Medical Center,21,0
St. Luke's Hospital MO,22,0
Mercy Hospital Southeast,11,0
Carroll County Memorial Hospital MO,0,0
Mercy Hospital Carthage,9,0
Hedrick Medical Center,1,0
"Long-Term Acute Care Hospital, Mosaic Life Care at St. Joseph",5,0
Golden Valley Memorial Healthcare,1,0
Boone Hospital Center,19,0
University Hospital MO,161,0
Cedar County Memorial Hospital,1,0
Mercy Hospital Stoddard,8,0
Excelsior Springs Hospital,0,0
Harry S. Truman Memorial Veterans' Hospital,163,0
St. Luke's Rehabilitation Hospital MO,3,0
Community Hospital-Fairfax,0,0
Landmark Hospital of Columbia,6,0
Southeast Missouri Mental Health Center,11,0
Christian Hospital,6,0
Mercy Hospital Jefferson,5,0
General Leonard Wood Army Community Hospital,4,0
Madison Medical Center,5,0
Fulton State Hospital,6,0
Hannibal Regional Hospital,0,0
Cass Regional Medical Center,3,0
Pemiscot Memorial Health System,0,0
John J. Cochran Veterans Hospital,12,0
SSM Health St. Mary's Hospital - Jefferson City,12,0
Mercy Hospital Joplin,10,0
Children's Mercy Kansas City,21,0
University Health-Truman Medical Center,25,0
University Health-Lakewood Medical Center,1,1
Research Medical Center,5,0
St. Joseph Medical Center MO,12,0
SSM Select Rehabilitation Hospital,17,0
Saint Luke's Hospital of Kansas City,43,0
Signature Psychiatric Hospital,10,0
Mercy Rehabilition Hospital Springfield,8,0
Kansas City VA Medical Center,3,0
SSM Health St. Clare Hospital - Fenton,10,0
SSM Health St. Joseph Hospital - Lake Saint Louis,12,0
Cox Barton County Memorial Hospital,4,0
Mercy Hospital Lebanon,4,0
Lafayette Regional Health Center,0,0
Lee's Summit Medical Center,3,0
Liberty Hospital,6,0
Samaritan Hospital,4,0
Fitzgibbon Hospital,2,0
Mosaic Medical Center - Maryville,2,0
Scotland County Hospital,0,0
Cox Monett Hospital,2,0
Mercy St. Francis Hospital,1,0
Freeman Neosho Hospital,12,0
Nevada Regional Medical Center,0,0
Heartland Behavioral Health Services,1,0
North Kansas City Hospital,8,0
Lake Regional Health System,6,0
Perry County Memorial Hospital MO,22,0
John J. Pershing Veterans' Administration Medical Center,11,0
Washington County Memorial Hospital,3,0
Ray County Memorial Hospital,1,0
Phelps Health,14,0
SSM Health St. Joseph - St. Charles,19,0
CenterPointe Hospital,5,0
Barnes-Jewish Hospital,38,0
Ste. Genevieve County Memorial Hospital,10,0
SSM Health Cardinal Glennon Children's Hospital,25,0
SSM Health DePaul Hospital - St. Louis,29,0
SSM Health St. Mary's Hospital - St. Louis,20,0
Barnes-Jewish West County Hospital,18,0
SSM Health Saint Louis University Hospital,24,0
Metropolitan St. Louis Psychiatric Center,9,0
Missouri Baptist Medical Center,38,0
Kindred Hospital-St. Louis,16,0
Mercy Hospital South,8,0
Mercy Hospital St. Louis,26,0
St. Louis Children's Hospital,23,0
St. Louis Forensic Treatment Center,2,0
Hawthorn Children Psychiatric Hospital,3,0
Shriners Hospitals for Children-St. Louis,30,0
Barnes-Jewish St. Peters Hospital,14,0
Salem Memorial District Hospital,5,0
Bothwell Regional Health Center,15,0
Missouri Delta Medical Center,24,0
Cox Medical Centers,16,0
Mercy Hospital Springfield,24,0
Lakeland Behavioral Health System,39,0
Missouri Baptist Sullivan Hospital,2,0
Mercy Hospital Lincoln,9,0
Wright Memorial Hospital,0,0
Western Missouri Medical Center,7,0
Mercy Hospital Washington,4,0
Northeast Regional Medical Center,7,0
Ozarks Healthcare,5,1
Mosaic Medical Center - Albany,1,0
Pershing Memorial Hospital,2,0
Mercy Hospital Cassville,0,0
Hermann Area District Hospital,0,0
Texas County Memorial Hospital,0,0
Center for Behavioral Medicine,14,0
Pike County Memorial Hospital,1,0
Sullivan County Memorial Hospital,0,0
Moberly Regional Medical Center,3,0
St. Luke's Des Peres Hospital,13,0
Putnam County Memorial Hospital,0,0
Royal Oaks Hospital,7,0
Osage Beach Center For Behavioral Health,0,0
CenterPointe Hospital of Columbia,4,0
Perimeter Behavioral Hospital of Springfield,5,0
Maryland Heights Center for Behavioral Health,0,0
Mercy Rehabilitation Hospital South,0,0
Altru Health System,7,0
Essentia Health Fargo,4,0
Trinity Health,10,0
Ashley Medical Center,1,0
Prairie St. John's,1,0
Quentin N. Burdick Memorial Healthcare Facility,7,0
Vibra Hospital of Fargo,6,0
Vibra Hospital of Central Dakotas,1,0
Sanford Medical Center Bismarck,16,0
CHI St. Alexius Health Bismarck,15,0
SMP Health - St. Andrew's,0,0
Southwest Healthcare Services,0,0
Towner County Medical Center,0,0
CHI St Alexius Health Carrington,2,0
Pembina County Memorial Hospital and Wedgewood Manor,2,0
Dakota Regional Medical Center,0,0
St. Luke's Medical Center,0,0
CHI St. Alexius Health Devils Lake,1,0
CHI St. Alexius Health Dickinson,2,0
Jacobson Memorial Hospital Care Center,1,0
Sanford Medical Center Fargo,12,0
Fargo VA Medical Center,3,0
Unity Medical Center ND,5,0
"Standing Rock Service Unit, Fort Yates Hospital, Indian Health Service, DHHS",0,0
CHI St. Alexius Health Garrison,1,0
SMP Health - St. Aloisius,0,0
Sakakawea Medical Center,0,0
West River Regional Medical Center,1,0
Jamestown Regional Medical Center,1,0
Sanford Hillsboro Medical Center,0,0
North Dakota State Hospital,0,0
Trinity Kenmare Community Hospital,2,0
Langdon Prairie Health,1,0
Linton Regional Medical Center,3,0
CHI Lisbon Health,3,0
Sanford Mayville Medical Center,0,0
Nelson County Health System,0,0
Northwood Deaconess Health Center,0,0
CHI Oakes Hospital,0,0
First Care Health Center,2,0
SMP Health - St. Kateri,0,0
PAM Rehabilitation Hospital of Fargo,3,0
Heart of America Medical Center,3,0
Altru Rehabilitation Hospital,0,0
Mountrail County Medical Center,1,0
Tioga Medical Center,0,0
CHI St. Alexius Health Turtle Lake Hospital,0,0
CHI Mercy Health,2,0
McKenzie County Healthcare System,1,0
CHI St. Alexius Health Williston,0,0
South Central Health,0,0
Monument Health Rapid City Hospital,8,0
Avera Queen of Peace Hospital,1,0
Avera St. Luke's Hospital,8,0
Black Hills HCS,2,0
Sanford USD Medical Center,13,0
Avera Heart Hospital of South Dakota,3,0
Black Hills Surgical Hospital,0,0
Sioux Falls Specialty Hospital,8,0
Dunes Surgical Hospital,2,0
Same Day Surgery Center,15,0
Douglas County Memorial Hospital,0,0
Select Specialty Hospital-Sioux Falls,13,0
Bowdle Hospital,0,0
Brookings Health System,3,0
Community Memorial Hospital SD,1,0
Sanford Chamberlain Medical Center,0,0
U. S. Public Health Service Indian Hospital SD,4,0
Sanford Clear Lake Medical Center,0,0
Monument Health Custer Hospital,0,0
Monument Health Lead-Deadwood Hospital,2,0
Avera Dells Area Hospital,0,0
Avera De Smet Memorial Hospital,1,0
Eureka Community Health Services Avera,2,0
Faulkton Area Medical Center,0,0
Avera Flandreau Hospital,0,0
Freeman Regional Health Services,0,0
Avera Missouri River Health Center,1,0
Avera Gregory Hospital,0,0
Fall River Health Services,0,0
Huron Regional Medical Center,1,0
Madison Regional Health System,0,0
Bennett County Hospital and Nursing Home,1,0
Milbank Area Hospital Avera,0,0
Avera Hand County Memorial Hospital,3,0
Mobridge Regional Hospital,2,0
Avera St. Benedict Health Center,0,0
Philip Health Services,0,0
Avera St. Mary's Hospital,16,0
U. S. Public Health Service Indian Hospital SD 1,0,0
Platte Health Center Avera,0,0
Indian Health Service Hospital,6,0
Community Memorial Hospital,2,0
U. S. Public Health Service Indian Hospital SD 2,1,0
Landmann-Jungman Memorial Hospital Avera,0,0
Lifescape,5,0
Avera McKennan Hospital and University Health Center,8,0
Royal C. Johnson Veterans' Memorial Hospital,4,0
Coteau des Prairies Hospital,1,0
Monument Health Spearfish Hospital,4,0
Monument Health Sturgis Hospital,4,0
St. Michael's Hospital Avera,0,0
Sanford Vermillion Medical Center,3,0
Pioneer Memorial Hospital and Health Services,1,0
Wagner Community Memorial Hospital Avera,1,0
U. S. Public Health Service Indian Hospital SD 3,0,0
Prairie Lakes Healthcare System,1,0
Avera Weskota Memorial Hospital,0,0
Winner Regional Healthcare Center,0,0
Avera Sacred Heart Hospital,2,0
Marshall County Healthcare Center Avera,3,0
Sanford Canton-Inwood Medical Center,0,0
Sanford Webster Medical Center,4,0
Sanford Aberdeen Medical Center,7,0
Encompass Health Rehabilitation Hospital of Sioux Falls,0,0
CHI Health Good Samaritan,3,0
Faith Regional Health Services,0,0
Veterans Affairs Nebraska-Western Iowa Health Care System - Lincoln,2,0
Nebraska Medicine - Nebraska Medical Center,8,0
Bryan Medical Center,3,0
Lincoln Surgical Hospital,3,0
CHI Health Nebraska Heart,0,0
CHI Health Lakeside,4,0
OrthoNebraska Hospital,15,0
Brown County Hospital,0,0
Select Specialty Hospital-Omaha,3,0
Boone County Health Center,0,0
Box Butte General Hospital,0,0
Harlan County Health System,0,0
West Holt Medical Services,0,0
Nemaha County Hospital,0,0
Memorial Community Health,0,0
Rock County Hospital,0,0
Beatrice Community Hospital and Health Center,0,0
Dundy County Hospital,0,0
Memorial Community Hospital and Health System,1,0
Morrill County Community Hospital,3,0
Jennie M. Melham Memorial Medical Center,0,0
Callaway District Hospital,0,0
Tri Valley Health System,1,0
Midwest Surgical Hospital,19,0
Merrick Medical Center,0,0
Nebraska Medicine - Bellevue,8,0
Chadron Community Hospital and Health Services,0,0
Columbus Community Hospital NE,0,0
Cozad Community Health System,0,0
Avera Creighton Hospital,0,0
Crete Area Medical Center,0,0
Butler County Health Care Center,0,0
Jefferson Community Health and Life,0,0
"Community Medical Center, Inc.",0,0
Franklin County Memorial Hospital NE,0,0
Methodist Fremont Health,5,0
Friend Community Healthcare System,0,0
Fillmore County Hospital,1,0
Gordon Memorial Health Services,0,0
Gothenburg Health,0,0
CHI Health Saint Francis,0,0
Perkins County Health Services,0,0
Mary Lanning Healthcare,0,0
Thayer County Health Services,0,0
Henderson Health Care Services,0,0
Phelps Memorial Health Center,1,0
Chase County Community Hospital,0,0
Kimball Health Services,1,0
Lexington Regional Health Center,0,0
Madonna Rehabilitation Hospital,4,0
Kearney Regional Medical Center,0,0
Madonna Rehabilitation Hospital NE,4,0
Lincoln Regional Center,5,0
Madonna Rehabilitation Hospital NE 1,4,0
Grand Island Regional Medical Center,0,0
Nebraska Penal and Correctional Hospital,1,0
CHI Health St Elizabeth,2,0
Niobrara Valley Hospital,0,0
Community Hospital NE,0,0
Kearney County Health Services,0,0
CHI Health St. Mary's,0,0
Antelope Memorial Hospital,0,0
Great Plains Health,0,0
Ogallala Community Hospital,0,0
Children's Nebraska,27,0
CHI Health Midlands,2,0
Douglas County Community Mental Health Center,4,0
CHI Health Immanuel,4,0
Boys Town National Research Hospital,15,0
Nebraska Methodist Hospital,23,0
CHI Health Creighton University Medical Center - Bergan Mercy,4,0
Omaha VA Medical Center,7,0
Avera St. Anthony's Hospital,0,0
Valley County Health System,0,0
Annie Jeffrey Memorial County Health Center,0,0
Regional West Garden County,0,0
Osmond General Hospital,0,0
Pawnee County Memorial Hospital and Rural Health Clinic,0,0
Regional West Medical Center,0,0
Pender Community Hospital,0,0
CHI Health Plainview,0,0
Webster County Community Hospital,0,0
CHI Health Schuyler,0,0
Memorial Health Care Systems,0,0
Sidney Regional Medical Center,0,0
Brodstone Memorial Hospital,0,0
Syracuse Area Health,0,0
Johnson County Hospital,0,0
Cherry County Hospital,0,0
Franciscan Healthcare,2,0
Providence Medical Center NE,0,0
Twelve Clans Unity Hospital,0,0
York General,0,0
Genoa Medical Facilities,0,0
Howard County Medical Center,0,0
Saunders Medical Center,0,0
Nebraska Spine Hospital,4,0
Madonna Rehabilitation Specialty Hospital,11,0
Mid-America Rehabilitation Hospital,53,0
Kansas Rehabilitation Hospital,14,0
Hays Medical Center,0,0
Ascension Via Christi Rehabilitation Hospital,5,0
KPC Promise Hospital of Overland Park,8,0
Memorial Health System,0,0
Patterson Health Center,0,0
Salina Regional Health Center,1,0
Ascension Via Christi St. Francis,21,0
"Ascension Via Christi Hospital, Manhattan",5,0
Menorah Medical Center,7,0
Saint Luke's South Hospital,3,0
Kansas Surgery and Recovery Center,1,0
Eastern Kansas HCS,1,0
Children's Mercy Hospital Kansas,53,0
Salina Surgical Hospital,1,0
Kansas Heart Hospital,0,0
South Central Kansas Medical Center,0,0
Select Specialty Hospital-Kansas City,4,0
Select Specialty Hospital-Wichita,21,0
Manhattan Surgical,5,0
Kansas City Orthopaedic Institute,2,0
Kansas Spine & Specialty Hospital,5,0
Ashland Health Center,0,0
University of Kansas Health System Great Bend Campus,1,0
Doctor's Hospital,12,0
Minimally Invasive Surgery Hospital,5,0
KVC Prairie Ridge Psychiatric Hospital,0,0
Kansas Medical Center,1,0
Summit Surgical,2,0
Amberwell Health,7,0
Rawlins County Health Center,0,0
Republic County Hospital,3,0
Mitchell County Hospital Health Systems,0,0
Coffey County Hospital,0,0
Neosho Memorial Regional Medical Center,0,0
Clay County Medical Center,2,0
Coffeyville Regional Medical Center,1,0
Citizens Medical Center KS,0,0
Comanche County Hospital,0,0
Mercy Hospital Columbus,0,0
North Central Kansas Medical Center,0,0
Morris County Hospital,2,0
Lane County Hospital,1,0
St. Catherine Hospital - Dodge City,1,0
Susan B. Allen Memorial Hospital,6,0
Morton County Health System,0,0
Ellinwood District Hospital,0,0
Ellsworth County Medical Center,0,0
Newman Regional Health,0,0
Greenwood County Hospital,0,0
Irwin Army Community Hospital,0,0
Ascension Via Christi Hospital on St. Teresa,0,0
Fredonia Regional Hospital,1,0
St. Catherine Hospital KS,4,0
Meadowbrook Rehabilitation Hospital,2,0
Anderson County Hospital,1,0
Girard Medical Center,0,0
Goodland Regional Medical Center,2,0
Kiowa County Memorial Hospital,0,0
Hanover Hospital,0,0
Amberwell Hiawatha,0,0
Graham County Hospital,0,0
Hillsboro Community Hospital,0,0
Clara Barton Medical Center,1,0
Holton Community Hospital,1,0
Sheridan County Health Complex,0,0
Stevens County Hospital,0,0
Hutchinson Regional Medical Center,4,0
Allen County Regional Hospital,0,0
Rock Regional Hospital,0,0
AdventHealth South Overland Park,5,0
Hodgeman County Health Center,0,0
Mercy Specialty Hospital Southeast Kansas,0,0
Stormont Vail Health - Flint Hills Campus,0,0
Rehabilitation Hospital of Overland Park,22,0
Providence Medical Center KS,4,0
Johnson County Rehabilitation Hospital,0,0
The University of Kansas Hospital,22,0
Kingman Community Hospital,0,0
Edwards County Medical Center,0,0
Kiowa District Healthcare,0,0
Rush County Memorial Hospital,0,0
Kearny County Hospital,1,0
Larned State Hospital,0,0
Pawnee Valley Community Hospital,1,0
LMH Health,2,0
Saint John Hospital,5,0
Wichita County Health Center,0,0
Southwest Medical Center,4,0
Lindsborg Community Hospital,0,0
Lincoln County Hospital,0,0
Hospital District No 1 of Rice County,0,0
St. Luke Hospital and Living Center,0,0
Community Memorial Healthcare,1,0
"McPherson Hospital, Inc.",0,0
Meade District Hospital,0,0
Medicine Lodge Memorial Hospital,0,0
Minneola District Hospital,0,0
Ottawa County Health Center,0,0
Mercy Hospital Inc.,0,0
Ness County Hospital District No 2,1,0
Wilson Medical Center KS,0,0
NMC Health,5,0
Prairie View,0,0
Norton County Hospital,1,0
Logan County Hospital,0,0
Decatur Health Systems,0,0
Olathe Medical Center,6,0
Community HealthCare System,0,0
Osawatomie State Hospital at Adair Acute Care,0,0
Osborne County Memorial Hospital,0,0
Overland Park Regional Medical Center,15,0
AdventHealth Ottawa,6,0
AdventHealth Shawnee Mission,8,0
Miami County Medical Center,0,0
Labette Health,2,0
Parsons State Hospital and Training Center,0,0
Phillips County Health Systems,0,0
Ascension Via Christi Hospital,0,0
Rooks County Health Center,0,0
Pratt Regional Medical Center,2,0
Gove County Medical Center,0,0
Grisell Memorial Hospital District One,0,0
Russell Regional Hospital,0,0
Sabetha Community Hospital,0,0
Cheyenne County Hospital,2,0
Scott County Hospital,1,0
Satanta District Hospital and Long Term Care,2,0
Sedan City Hospital,2,0
Nemaha Valley Community Hospital,2,0
Smith County Memorial Hospital,0,0
Stafford County Hospital,0,0
Hamilton County Hospital,1,0
University of Kansas Health System St. Francis Campus,15,0
Stormont Vail Health,11,0
Kansas Neurological Institute,4,0
Greeley County Health Services,0,0
Bob Wilson Memorial Grant County Hospital,2,0
Trego County-Lemke Memorial Hospital,0,0
Wamego Health Center,0,0
Washington County Hospital KS,1,0
Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center,7,0
Wesley Medical Center,1,0
F. W. Huston Medical Center,0,0
William Newton Hospital,0,0
Jewell County Hospital,0,0
Sumner County Hospital District 1,0,0
Stanton County Hospital,0,0
Cottonwood Springs Hospital,1,0
Encompass Health Rehabilitation Hospital of Jonesboro,17,0
"CHI St. Vincent Sherwood Rehabilitation Hospital, a partner of Encompass Health",26,0
Pinnacle Pointe Behavioral Healthcare System,36,0
"Encompass Health Rehabilitation Hospital, a Partner of Washington Regional",24,0
Northwest Medical Center - Springdale,21,0
Arkansas Heart Hospital,34,0
CHRISTUS Dubuis Hospital of Hot Springs,14,0
Baptist Health Medical Center-Arkadelphia,12,0
"Little River Medical Center, Inc.",2,0
CHI St. Vincent North,30,0
Methodist Behavioral Hospital,15,0
Select Specialty Hospital-Fort Smith,11,0
CHRISTUS Dubuis Hospital of Fort Smith,20,0
Valley Behavioral Health System,1,0
Regency Hospital of Northwest Arkansas - Springdale,21,0
Arkansas Surgical Hospital,2,0
Unity Health,17,0
Conway Regional Rehabilitation Hospital,16,0
Cornerstone Specialty Hospitals Little Rock,58,0
Advanced Care Hospital of White County,7,0
Southeast Rehabilitation Hospital,1,0
White River Health,10,0
Saline Memorial Hospital,27,0
Rivendell Behavioral Health Services,10,0
Great River Medical Center,0,0
Mercy Hospital Booneville,4,0
Izard County Medical Center,0,0
Ouachita County Medical Center,1,0
Johnson Regional Medical Center,7,0
Ozark Health Medical Center,1,0
Conway Regional Health System,12,0
Baptist Health Medical Center-Heber Springs,1,0
Ashley County Medical Center,1,0
Chambers Memorial Hospital,0,0
Dardanelle Regional Medical Center,5,0
South Arkansas Regional Hospital,10,0
DeWitt Hospital & Nursing Home,2,0
Baptist Health Extended Care Hospital,29,0
Delta Health System,0,0
Ozarks Community Hospital,0,0
Springwoods Behavioral Health Hospital,8,0
Vantage Point of Northwest Arkansas,7,0
Eureka Springs Hospital,0,0
Veterans Health Care System of the Ozarks,28,0
Washington Regional Medical System,17,0
Dallas County Medical Center,1,0
Forrest City Medical Center,0,0
Mercy Hospital Fort Smith,20,0
Baptist Health-Fort Smith,11,0
North Arkansas Regional Medical Center,4,0
Encompasss Health Rehabilitation Hospital of Fort Smith,8,0
Northwest Health Physicians' Specialty Hospital,12,0
Helena Regional Medical Center,1,0
Riverview Behavioral Health,8,0
Levi Hospital,27,0
National Park Medical Center,8,0
CHI St. Vincent Hot Springs,15,0
St. Bernards Medical Center,11,0
NEA Baptist Memorial Hospital,17,0
Chicot Memorial Medical Center,2,0
Baptist Health Medical Center-Little Rock,29,0
Arkansas Children's Hospital,41,0
Baptist Health Rehabilitation Institute,56,0
Arkansas State Hospital,70,0
CHI St. Vincent Infirmary,59,0
