Hospital Name,Verizon
University of Mississippi Medical Center,4
Memorial Hospital at Stone County,0
Mississippi State Hospital,0
Mississippi Baptist Medical Center,2
North Mississippi State Hospital,0
Monroe Regional Hospital,0
Ochsner Specialty Hospital,0
South Mississippi State Hospital,0
Ochsner Scott Regional,0
Choctaw Regional Medical Center,0
Brentwood Behavioral HealthCare of Mississippi,1
Merit Health River Region,1
North Mississippi Medical Center Gilmore-Amory,2
Singing River Health System,2
Regency Hospital of Meridian,0
KPC Promise Hospital of Vicksburg,1
Select Specialty Hospital-Jackson,4
Select Specialty Hospital-Gulfport,1
Greene County Hospital,0
Delta Health-The Medical Center,1
Jasper General Hospital,1
Ochsner Medical Center - Hancock,1
Merit Health Biloxi,4
U. S. Air Force Medical Center Keesler,1
Biloxi VA Medical Center,1
Baptist Memorial Hospital-Booneville,0
Merit Health Rankin,1
King's Daughters Medical Center MS,1
Baptist Memorial Hospital - Calhoun,0
Merit Health Madison,1
Baptist Medical Center - Leake,0
Field Memorial Community Hospital,0
Tallahatchie General Hospital,2
Delta Health - Northwest Regional,0
Bolivar Medical Center,0
Covington County Hospital,1
Marion General Hospital,0
Magnolia Regional Health Center,5
Merit Health Woman's Hospital,1
South Central Regional Medical Center,0
Lackey Memorial Hospital,0
Greenwood Leflore Hospital,2
Gulfport Behavioral Health System,0
University of Mississippi Medical Center Grenada,0
Singing River Gulfport,0
Memorial Hospital at Gulfport,1
Forrest General Hospital,5
Merit Health Wesley,4
Copiah County Medical Center,0
Alliance HealthCare System,0
Trace Regional Hospital,0
South Sunflower County Hospital,0
North Mississippi Medical Center-Iuka,0
Merit Health Central,2
Methodist Rehabilitation Center,3
Merit Health River Oaks,5
St. Dominic-Jackson Memorial Hospital,3
G.V. (Sonny) Montgomery Department of Veterans Affairs Medical Center,2
Allegiance Specialty Hospital of Greenville,0
Methodist Healthcare Olive Branch Hospital,1
Baptist Medical Center - Attala,0
Oceans Behavioral Hospital Biloxi,1
"Encompass Health Rehabilitation Hospital, a partner of Memorial Hospital at Gulfport",1
University of Mississippi Medical Center Holmes County,0
Winston Medical Center,0
George Regional Hospital,0
Delta Health-Highland Hills,6
Noxubee General Hospital,0
Magee General Hospital,1
Beacham Memorial Hospital,0
Southwest Mississippi Regional Medical Center,0
Franklin County Memorial Hospital MS,0
Simpson General Hospital,0
Baptist Anderson Regional Medical Center,1
Parkwood Behavioral Health System,8
East Mississippi State Hospital,0
Baptist Anderson Regional Medical Center - South,0
Ochsner Rush Medical Center,0
Alliance Health Center,0
Lawrence County Hospital,0
Merit Health Natchez,1
Baptist Memorial Hospital-Union County,3
Baptist Memorial Hospital-North Mississippi,0
Choctaw Health Center,0
Highland Community Hospital,0
North Mississippi Medical Center-Pontotoc,0
Jefferson Davis Community Hospital,0
Claiborne County Medical Center,0
Ochsner Watkins Hospital,0
Tippah County Hospital,2
North Sunflower Medical Center,0
OCH Regional Medical Center,1
North Mississippi Medical Center - Tupelo,0
Walthall General Hospital,0
Ochsner Laird Hospital,0
Yalobusha General Hospital,1
North Mississippi Medical Center-West Point,0
Wayne General Hospital,1
Tyler Holmes Memorial Hospital,0
Baptist Medical Center - Yazoo,0
Baptist Memorial Hospital-Desoto,5
Panola Medical Center,1
Jefferson County Hospital MS,0
North Mississippi Medical Center-Eupora,0
Neshoba General,0
Pearl River County Hospital,0
Perry County General Hospital,0
Sharkey-Issaquena Community Hospital,0
Ochsner Stennis Hospital,0
Patients Choice Medical Center of Smith County,0
M Health Fairview University of Minnesota Medical Center,21
M Health Fairview Lakes Medical Center,0
Woodwinds Health Campus,2
Essentia Health-Ada,0
Community Behavioral Health Hospital - Alexandria,1
Community Behavioral Health Hospital - Annandale,0
Community Behavioral Health Hospital - Rochester,2
Community Behavioral Health Hospital - Baxter,0
Riverwood Healthcare Center,1
Mayo Clinic Health System - Albert Lea and Austin,1
Alomere Health,2
Anoka Metro Regional Treatment Center,0
Mercy Hospital MN,3
Appleton Area Health,0
Ridgeview Sibley Medical Center,1
Essentia Health Northern Pines,1
Sanford Bagley Medical Center,2
CHI LakeWood Health,0
Sanford Bemidji Medical Center,1
CentraCare - Benson,1
Bigfork Valley Hospital,0
Maple Grove Hospital,2
United Hospital District,1
Essentia Health-St. Joseph's Medical Center,0
CHI St. Francis Health,0
Buffalo Hospital,0
Community Behavioral Health Hospital - Bemidji,7
Cambridge Medical Center,3
Sanford Canby Medical Center,0
Mayo Clinic Health System in Cannon Falls,1
U. S. Public Health Service Indian Hospital MN,0
Community Memorial Hospital MN,1
Cook Hospital & Care Center,0
RiverView Health MN,0
Cuyuna Regional Medical Center,2
Johnson Memorial Health Services,0
Essentia Health-Deer River,0
Essentia Health St. Mary's - Detroit Lakes,4
Essentia Health Duluth,8
St. Luke's Hospital MN,5
Essentia Health St. Mary's Medical Center,9
Elbow Lake Medical Center,0
Ely-Bloomenson Community Hospital,0
Mayo Clinic Health System in Fairmont,3
Child and Adolescent Behavioral Health Services,2
PrairieCare Brooklyn Park,3
Children's Minnesota,9
Mayo Clinic Hospital - Rochester,9
Allina Health Faribault Medical Center,2
Sanford Behavioral Health Center,4
Community Behavioral Health Hospital - Fergus Falls,2
M Health Fairview Bethesda Hospital,1
Lake Region Healthcare Corporation,2
Essentia Health-Fosston,0
Glencoe Regional Health,0
Glacial Ridge Health System,1
Essentia Health-Graceville,0
North Shore Health,0
Grand Itasca Clinic and Hospital,0
Avera Granite Falls,1
Kittson Healthcare,0
Hendricks Community Hospital Association,0
Fairview Range,2
Hutchinson Health,7
Rainy Lake Medical Center,1
Sanford Jackson Medical Center,0
Mayo Clinic Health System in Lake City,0
Ridgeview Le Sueur Medical Center,0
Meeker Memorial Hospital and Clinics,7
CHI St. Gabriel's Health,3
CentraCare - Long Prairie,0
Sanford Luverne Medical Center,1
Madelia Health,0
Madison Healthcare Services,1
Mahnomen Health Center,0
Mayo Clinic Health System in Mankato,8
Avera Marshall Regional Medical Center,4
CentraCare - Melrose,1
Abbott Northwestern Hospital,10
M Health Fairview St. John's Hospital,4
Park Nicollet Methodist Hospital,6
M Health Fairview Ridges Hospital,3
Regency Hospital of Minneapolis,3
M Health Fairview Southdale Hospital,6
Hennepin Healthcare,154
Minneapolis VA Health Care System,1
CCM Health,2
CentraCare - Monticello,3
Essentia Health Moose Lake,0
Welia Health,6
Stevens Community Medical Center,0
Mayo Clinic Health System in New Prague,1
New Ulm Medical Center,3
Northfield Hospital and Clinics,1
HealthPartners Olivia Hospital & Clinic,4
Mille Lacs Health System,2
Ortonville Area Health Services,0
Owatonna Hospital,5
CHI St. Joseph's Health,0
CentraCare Health Paynesville,0
Perham Health,2
Pipestone County Medical Center,2
M Health Fairview Northland Medical Center,0
Red Lake Indian Health Service Hospital,1
Mayo Clinic Health System in Red Wing,3
CentraCare - Redwood,0
North Memorial Health Hospital,0
Olmsted Medical Center,3
LifeCare Medical Center,0
CentraCare - St. Cloud Hospital,7
St. Cloud VA Health Care System,13
Mayo Clinic Health System in Saint James,0
Regions Hospital,39
United Hospital,40
Gillette Children's Specialty Healthcare,30
River's Edge Hospital and Clinic,1
Essentia Health Sandstone,1
CentraCare - Sauk Centre,0
St. Francis Regional Medical Center,3
Murray County Medical Center,4
Sleepy Eye Medical Center,1
Lakewood Health System,1
Lakeview Hospital MN,0
Sanford Thief River Falls Medical Center,0
Sanford Tracy Medical Center,0
Lake View Hospital,3
Avera Tyler,0
Essentia Health-Virginia,0
Gundersen Saint Elizabeth's Hospital & Clinics,1
Ridgeview Medical Center,1
Astera Health,7
North Valley Health Center,0
Mayo Clinic Health System in Waseca,1
Sanford Westbrook Medical Center,2
Sanford Wheaton Medical Center,0
CentraCare - Rice Memorial Hospital,3
Windom Area Health,0
Winona Health,9
Sanford Worthington Medical Center,1
MercyOne North Iowa Medical Center,4
MercyOne Des Moines Medical Center,22
Genesis Medical Center - Davenport,12
Des Moines VA Medical Center,4
Select Specialty Hospital-Quad Cities,4
Monroe County Hospital and Clinics,0
Kossuth Regional Health Center,1
Mary Greeley Medical Center,5
UnityPoint Health - Jones Regional Medical Center,9
Cass Health,3
Audubon County Memorial Hospital and Clinics,0
Iowa Specialty Hospital-Belmond,0
Davis County Hospital and Clinics,0
Boone County Hospital,1
Hancock County Health System,0
"Southeast Iowa Regional Medical Center, West Burlington Campus",0
St. Anthony Regional Hospital,4
MercyOne Cedar Falls Medical Center,3
Mercy Medical Center - Cedar Rapids,35
UnityPoint Health - St. Luke's Hospital,40
MercyOne Centerville Medical Center,0
Lucas County Health Center,0
Floyd County Medical Center,0
Cherokee Mental Health Institute,0
Cherokee Regional Medical Center,6
Clarinda Regional Health Center,0
Iowa Specialty Hospital-Clarion,0
MercyOne Clinton Medical Center,6
CHI Health Mercy Corning,0
Wayne County Hospital and Clinic System,0
Methodist Jennie Edmundson Hospital,4
CHI Health Mercy Council Bluffs,7
Regional Health Services of Howard County,0
Greater Regional Health,1
UnityPoint Health - Trinity Bettendorf,1
WinnMed,0
Crawford County Memorial Hospital,0
Broadlawns Medical Center,1
Select Specialty Hospital-Des Moines,21
UnityPoint Health - Iowa Methodist Medical Center,38
MercyOne Clive Rehabilitation Hospital,4
Mercy Iowa City Rehabilitation Hospital,2
University of Iowa Health Network Rehabilitation Hospital,2
Eagle View Behavioral Health,7
"Genesis Medical Center, DeWitt",0
UnityPoint Health - Finley Hospital,5
MercyOne Dubuque Medical Center,7
MercyOne Dyersville Medical Center,0
MercyOne Elkader Medical Center,0
Palo Alto County Health System,2
Avera Holy Family Hospital,2
Jefferson County Health Center,0
UnityPoint Health - Trinity Regional Medical Center,4
Adair County Health System,0
UnityPoint Health - Grinnell Regional Medical Center,0
Grundy County Memorial Hospital,0
Guthrie County Hospital,0
Guttenberg Municipal Hospital and Clinics,0
George C. Grape Community Hospital,0
Franklin General Hospital,0
Myrtue Medical Center,1
Hawarden Regional Healthcare,1
Humboldt County Memorial Hospital,0
Horn Memorial Hospital,1
Independence Mental Health Institute,0
Buchanan County Health Center,0
University of Iowa Health Care Medical Center Downtown,40
University of Iowa Health Care Medical Center,79
Iowa City VA Health System,42
Hansen Family Hospital,0
Greene County Medical Center,1
Van Buren County Hospital,0
Knoxville Hospital & Clinics,2
Stewart Memorial Community Hospital,0
Floyd Valley Healthcare,0
Decatur County Hospital,0
Regional Medical Center,0
Jackson County Regional Health Center,4
Compass Memorial Healthcare,1
UnityPoint Health - Marshalltown,1
CHI Health Missouri Valley,5
Henry County Health Center,1
Ringgold County Hospital,0
UnityPoint Health - Trinity Muscatine,4
Story County Medical Center,0
MercyOne New Hampton Medical Center,1
MercyOne Newton Medical Center,0
Iowa Medical and Classification Center,1
MercyOne Oelwein Medical Center,0
Burgess Health Center,2
Orange City Area Health System,0
Mitchell County Regional Health Center,0
Clarke County Hospital,0
Mahaska Health,0
Ottumwa Regional Health Center,0
Pella Regional Health Center,1
Dallas County Hospital,0
Pocahontas Community Hospital,0
MercyOne Primghar Medical Center,0
Montgomery County Memorial Hospital,0
Hegg Health Center Avera,0
Loring Hospital,0
Sanford Sheldon Medical Center,1
Shenandoah Medical Center,0
Osceola Regional Health Center,0
Sioux Center Health,3
UnityPoint Health - St. Lukes's Sioux City,10
MercyOne Siouxland Medical Center,20
Spencer Hospital,6
Lakes Regional Healthcare,6
Buena Vista Regional Medical Center,1
Community Memorial Hospital IA,0
Virginia Gay Hospital,1
Washington County Hospital and Clinics,0
UnityPoint Health - Allen Hospital,4
MercyOne Waterloo Medical Center,9
Veterans Memorial Hospital,2
Waverly Health Center,1
Van Diest Medical Center,0
Gundersen Palmer Lutheran Hospital and Clinics,0
Madison County Health Care System,2
Manning Regional Healthcare Center,0
Keokuk County Health Center,0
Avera Merrill Pioneer Hospital,0
Clive Behavioral Health,11
Saint Luke's North Hospital - Barry Road,2
Parkland Health Center - Farmington Community,2
Ellett Memorial Hospital,1
Freeman Health System,7
Mosaic Life Care at St. Joseph - Medical Center,0
Mercy Hospital Aurora,0
Capital Region Medical Center,7
Northwest Missouri Psychiatric Rehabilitation Center,1
Rusk Rehabilitation Hospital,4
Poplar Bluff Regional Medical Center,1
The Rehabilitation Institute of St. Louis,12
Select Specialty Hospital-St. Louis,4
Ranken Jordan Pediatric Bridge Hospital,0
Harrison County Community Hospital,1
Saint Luke's East Hospital,3
Parkland Health Center-Bonne Terre,0
Landmark Hospital of Cape Girardeau,3
Progress West Hospital,5
Belton Regional Medical Center,1
Iron County Medical Center,0
Centerpoint Medical Center,2
Mercy Rehabilitation Hospital St. Louis,1
Landmark Hospital of Joplin,1
Kindred Hospital Northland,3
Select Specialty Hospital-Springfield,8
Cox Medical Center Branson,3
Bates County Memorial Hospital,0
Citizens Memorial Hospital,0
Cameron Regional Medical Center,2
St. Mary's Medical Center MO,5
Saint Francis Medical Center,4
St. Luke's Hospital MO,1
Mercy Hospital Southeast,1
Carroll County Memorial Hospital MO,0
Mercy Hospital Carthage,0
Hedrick Medical Center,0
"Long-Term Acute Care Hospital, Mosaic Life Care at St. Joseph",0
Golden Valley Memorial Healthcare,0
Boone Hospital Center,10
University Hospital MO,30
Cedar County Memorial Hospital,4
Mercy Hospital Stoddard,1
Excelsior Springs Hospital,0
Harry S. Truman Memorial Veterans' Hospital,25
St. Luke's Rehabilitation Hospital MO,4
Community Hospital-Fairfax,0
Landmark Hospital of Columbia,4
Southeast Missouri Mental Health Center,1
Christian Hospital,5
Mercy Hospital Jefferson,1
General Leonard Wood Army Community Hospital,2
Madison Medical Center,0
Fulton State Hospital,0
Hannibal Regional Hospital,2
Cass Regional Medical Center,2
Pemiscot Memorial Health System,0
John J. Cochran Veterans Hospital,3
SSM Health St. Mary's Hospital - Jefferson City,0
Mercy Hospital Joplin,4
Children's Mercy Kansas City,18
University Health-Truman Medical Center,12
University Health-Lakewood Medical Center,0
Research Medical Center,4
St. Joseph Medical Center MO,0
SSM Select Rehabilitation Hospital,6
Saint Luke's Hospital of Kansas City,27
Signature Psychiatric Hospital,3
Mercy Rehabilition Hospital Springfield,0
Kansas City VA Medical Center,1
SSM Health St. Clare Hospital - Fenton,0
SSM Health St. Joseph Hospital - Lake Saint Louis,5
Cox Barton County Memorial Hospital,1
Mercy Hospital Lebanon,0
Lafayette Regional Health Center,0
Lee's Summit Medical Center,0
Liberty Hospital,0
Samaritan Hospital,2
Fitzgibbon Hospital,0
Mosaic Medical Center - Maryville,1
Scotland County Hospital,0
Cox Monett Hospital,3
Mercy St. Francis Hospital,0
Freeman Neosho Hospital,2
Nevada Regional Medical Center,2
Heartland Behavioral Health Services,0
North Kansas City Hospital,4
Lake Regional Health System,4
Perry County Memorial Hospital MO,0
John J. Pershing Veterans' Administration Medical Center,0
Washington County Memorial Hospital,0
Ray County Memorial Hospital,0
Phelps Health,2
SSM Health St. Joseph - St. Charles,4
CenterPointe Hospital,0
Barnes-Jewish Hospital,13
Ste. Genevieve County Memorial Hospital,0
SSM Health Cardinal Glennon Children's Hospital,0
SSM Health DePaul Hospital - St. Louis,0
SSM Health St. Mary's Hospital - St. Louis,6
Barnes-Jewish West County Hospital,3
SSM Health Saint Louis University Hospital,0
Metropolitan St. Louis Psychiatric Center,4
Missouri Baptist Medical Center,13
Kindred Hospital-St. Louis,19
Mercy Hospital South,1
Mercy Hospital St. Louis,8
St. Louis Children's Hospital,17
St. Louis Forensic Treatment Center,0
Hawthorn Children Psychiatric Hospital,2
Shriners Hospitals for Children-St. Louis,4
Barnes-Jewish St. Peters Hospital,4
Salem Memorial District Hospital,0
Bothwell Regional Health Center,0
Missouri Delta Medical Center,0
Cox Medical Centers,5
Mercy Hospital Springfield,22
Lakeland Behavioral Health System,12
Missouri Baptist Sullivan Hospital,0
Mercy Hospital Lincoln,0
Wright Memorial Hospital,0
Western Missouri Medical Center,3
Mercy Hospital Washington,0
Northeast Regional Medical Center,1
Ozarks Healthcare,0
Mosaic Medical Center - Albany,0
Pershing Memorial Hospital,1
Mercy Hospital Cassville,0
Hermann Area District Hospital,0
Texas County Memorial Hospital,2
Center for Behavioral Medicine,8
Pike County Memorial Hospital,0
Sullivan County Memorial Hospital,0
Moberly Regional Medical Center,0
St. Luke's Des Peres Hospital,0
Putnam County Memorial Hospital,0
Royal Oaks Hospital,0
Osage Beach Center For Behavioral Health,0
CenterPointe Hospital of Columbia,0
Perimeter Behavioral Hospital of Springfield,3
Maryland Heights Center for Behavioral Health,0
Mercy Rehabilitation Hospital South,0
Altru Health System,14
Essentia Health Fargo,12
Trinity Health,6
Ashley Medical Center,1
Prairie St. John's,8
Quentin N. Burdick Memorial Healthcare Facility,0
Vibra Hospital of Fargo,8
Vibra Hospital of Central Dakotas,3
Sanford Medical Center Bismarck,14
CHI St. Alexius Health Bismarck,10
SMP Health - St. Andrew's,1
Southwest Healthcare Services,0
Towner County Medical Center,1
CHI St Alexius Health Carrington,0
Pembina County Memorial Hospital and Wedgewood Manor,0
Dakota Regional Medical Center,0
St. Luke's Medical Center,0
CHI St. Alexius Health Devils Lake,0
CHI St. Alexius Health Dickinson,3
Jacobson Memorial Hospital Care Center,0
Sanford Medical Center Fargo,11
Fargo VA Medical Center,5
Unity Medical Center ND,0
"Standing Rock Service Unit, Fort Yates Hospital, Indian Health Service, DHHS",1
CHI St. Alexius Health Garrison,2
SMP Health - St. Aloisius,1
Sakakawea Medical Center,1
West River Regional Medical Center,0
Jamestown Regional Medical Center,0
Sanford Hillsboro Medical Center,1
North Dakota State Hospital,1
Trinity Kenmare Community Hospital,0
Langdon Prairie Health,0
Linton Regional Medical Center,0
CHI Lisbon Health,0
Sanford Mayville Medical Center,0
Nelson County Health System,0
Northwood Deaconess Health Center,0
CHI Oakes Hospital,0
First Care Health Center,4
SMP Health - St. Kateri,2
PAM Rehabilitation Hospital of Fargo,2
Heart of America Medical Center,0
Altru Rehabilitation Hospital,0
Mountrail County Medical Center,0
Tioga Medical Center,1
CHI St. Alexius Health Turtle Lake Hospital,0
CHI Mercy Health,0
McKenzie County Healthcare System,0
CHI St. Alexius Health Williston,20
South Central Health,1
Monument Health Rapid City Hospital,3
Avera Queen of Peace Hospital,1
Avera St. Luke's Hospital,4
Black Hills HCS,3
Sanford USD Medical Center,9
Avera Heart Hospital of South Dakota,6
Black Hills Surgical Hospital,1
Sioux Falls Specialty Hospital,11
Dunes Surgical Hospital,1
Same Day Surgery Center,9
Douglas County Memorial Hospital,0
Select Specialty Hospital-Sioux Falls,9
Bowdle Hospital,0
Brookings Health System,11
Community Memorial Hospital SD,0
Sanford Chamberlain Medical Center,0
U. S. Public Health Service Indian Hospital SD,0
Sanford Clear Lake Medical Center,0
Monument Health Custer Hospital,1
Monument Health Lead-Deadwood Hospital,0
Avera Dells Area Hospital,1
Avera De Smet Memorial Hospital,0
Eureka Community Health Services Avera,0
Faulkton Area Medical Center,0
Avera Flandreau Hospital,1
Freeman Regional Health Services,0
Avera Missouri River Health Center,0
Avera Gregory Hospital,0
Fall River Health Services,0
Huron Regional Medical Center,0
Madison Regional Health System,0
Bennett County Hospital and Nursing Home,0
Milbank Area Hospital Avera,0
Avera Hand County Memorial Hospital,0
Mobridge Regional Hospital,0
Avera St. Benedict Health Center,0
Philip Health Services,2
Avera St. Mary's Hospital,3
U. S. Public Health Service Indian Hospital SD 1,0
Platte Health Center Avera,0
Indian Health Service Hospital,3
Community Memorial Hospital,2
U. S. Public Health Service Indian Hospital SD 2,0
Landmann-Jungman Memorial Hospital Avera,0
Lifescape,5
Avera McKennan Hospital and University Health Center,9
Royal C. Johnson Veterans' Memorial Hospital,5
Coteau des Prairies Hospital,0
Monument Health Spearfish Hospital,3
Monument Health Sturgis Hospital,2
St. Michael's Hospital Avera,0
Sanford Vermillion Medical Center,0
Pioneer Memorial Hospital and Health Services,0
Wagner Community Memorial Hospital Avera,0
U. S. Public Health Service Indian Hospital SD 3,0
Prairie Lakes Healthcare System,0
Avera Weskota Memorial Hospital,0
Winner Regional Healthcare Center,1
Avera Sacred Heart Hospital,0
Marshall County Healthcare Center Avera,3
Sanford Canton-Inwood Medical Center,0
Sanford Webster Medical Center,2
Sanford Aberdeen Medical Center,1
Encompass Health Rehabilitation Hospital of Sioux Falls,4
CHI Health Good Samaritan,12
Faith Regional Health Services,2
Veterans Affairs Nebraska-Western Iowa Health Care System - Lincoln,4
Nebraska Medicine - Nebraska Medical Center,9
Bryan Medical Center,6
Lincoln Surgical Hospital,3
CHI Health Nebraska Heart,0
CHI Health Lakeside,13
OrthoNebraska Hospital,16
Brown County Hospital,1
Select Specialty Hospital-Omaha,9
Boone County Health Center,1
Box Butte General Hospital,1
Harlan County Health System,0
West Holt Medical Services,0
Nemaha County Hospital,0
Memorial Community Health,0
Rock County Hospital,0
Beatrice Community Hospital and Health Center,1
Dundy County Hospital,0
Memorial Community Hospital and Health System,7
Morrill County Community Hospital,0
Jennie M. Melham Memorial Medical Center,0
Callaway District Hospital,0
Tri Valley Health System,1
Midwest Surgical Hospital,20
Merrick Medical Center,1
Nebraska Medicine - Bellevue,8
Chadron Community Hospital and Health Services,0
Columbus Community Hospital NE,2
Cozad Community Health System,0
Avera Creighton Hospital,0
Crete Area Medical Center,2
Butler County Health Care Center,0
Jefferson Community Health and Life,1
"Community Medical Center, Inc.",0
Franklin County Memorial Hospital NE,1
Methodist Fremont Health,0
Friend Community Healthcare System,0
Fillmore County Hospital,0
Gordon Memorial Health Services,0
Gothenburg Health,0
CHI Health Saint Francis,0
Perkins County Health Services,0
Mary Lanning Healthcare,8
Thayer County Health Services,0
Henderson Health Care Services,0
Phelps Memorial Health Center,2
Chase County Community Hospital,0
Kimball Health Services,0
Lexington Regional Health Center,1
Madonna Rehabilitation Hospital,4
Kearney Regional Medical Center,1
Madonna Rehabilitation Hospital NE,4
Lincoln Regional Center,6
Madonna Rehabilitation Hospital NE 1,4
Grand Island Regional Medical Center,3
Nebraska Penal and Correctional Hospital,11
CHI Health St Elizabeth,8
Niobrara Valley Hospital,0
Community Hospital NE,0
Kearney County Health Services,0
CHI Health St. Mary's,1
Antelope Memorial Hospital,0
Great Plains Health,6
Ogallala Community Hospital,0
Children's Nebraska,18
CHI Health Midlands,2
Douglas County Community Mental Health Center,5
CHI Health Immanuel,4
Boys Town National Research Hospital,12
Nebraska Methodist Hospital,19
CHI Health Creighton University Medical Center - Bergan Mercy,7
Omaha VA Medical Center,5
Avera St. Anthony's Hospital,0
Valley County Health System,0
Annie Jeffrey Memorial County Health Center,0
Regional West Garden County,0
Osmond General Hospital,0
Pawnee County Memorial Hospital and Rural Health Clinic,0
Regional West Medical Center,0
Pender Community Hospital,0
CHI Health Plainview,0
Webster County Community Hospital,0
CHI Health Schuyler,0
Memorial Health Care Systems,1
Sidney Regional Medical Center,1
Brodstone Memorial Hospital,0
Syracuse Area Health,0
Johnson County Hospital,0
Cherry County Hospital,0
Franciscan Healthcare,1
Providence Medical Center NE,3
Twelve Clans Unity Hospital,0
York General,2
Genoa Medical Facilities,0
Howard County Medical Center,1
Saunders Medical Center,0
Nebraska Spine Hospital,4
Madonna Rehabilitation Specialty Hospital,4
Mid-America Rehabilitation Hospital,0
Kansas Rehabilitation Hospital,4
Hays Medical Center,4
Ascension Via Christi Rehabilitation Hospital,4
KPC Promise Hospital of Overland Park,9
Memorial Health System,0
Patterson Health Center,0
Salina Regional Health Center,1
Ascension Via Christi St. Francis,8
"Ascension Via Christi Hospital, Manhattan",23
Menorah Medical Center,9
Saint Luke's South Hospital,5
Kansas Surgery and Recovery Center,13
Eastern Kansas HCS,3
Children's Mercy Hospital Kansas,0
Salina Surgical Hospital,1
Kansas Heart Hospital,1
South Central Kansas Medical Center,0
Select Specialty Hospital-Kansas City,2
Select Specialty Hospital-Wichita,8
Manhattan Surgical,23
Kansas City Orthopaedic Institute,8
Kansas Spine & Specialty Hospital,5
Ashland Health Center,0
University of Kansas Health System Great Bend Campus,8
Doctor's Hospital,5
Minimally Invasive Surgery Hospital,0
KVC Prairie Ridge Psychiatric Hospital,0
Kansas Medical Center,0
Summit Surgical,5
Amberwell Health,0
Rawlins County Health Center,0
Republic County Hospital,1
Mitchell County Hospital Health Systems,1
Coffey County Hospital,0
Neosho Memorial Regional Medical Center,0
Clay County Medical Center,0
Coffeyville Regional Medical Center,1
Citizens Medical Center KS,0
Comanche County Hospital,0
Mercy Hospital Columbus,1
North Central Kansas Medical Center,0
Morris County Hospital,1
Lane County Hospital,0
St. Catherine Hospital - Dodge City,2
Susan B. Allen Memorial Hospital,2
Morton County Health System,1
Ellinwood District Hospital,0
Ellsworth County Medical Center,0
Newman Regional Health,7
Greenwood County Hospital,0
Irwin Army Community Hospital,0
Ascension Via Christi Hospital on St. Teresa,0
Fredonia Regional Hospital,1
St. Catherine Hospital KS,4
Meadowbrook Rehabilitation Hospital,1
Anderson County Hospital,0
Girard Medical Center,0
Goodland Regional Medical Center,0
Kiowa County Memorial Hospital,1
Hanover Hospital,1
Amberwell Hiawatha,0
Graham County Hospital,1
Hillsboro Community Hospital,0
Clara Barton Medical Center,0
Holton Community Hospital,0
Sheridan County Health Complex,0
Stevens County Hospital,2
Hutchinson Regional Medical Center,7
Allen County Regional Hospital,4
Rock Regional Hospital,5
AdventHealth South Overland Park,1
Hodgeman County Health Center,0
Mercy Specialty Hospital Southeast Kansas,1
Stormont Vail Health - Flint Hills Campus,0
Rehabilitation Hospital of Overland Park,8
Providence Medical Center KS,2
Johnson County Rehabilitation Hospital,0
The University of Kansas Hospital,0
Kingman Community Hospital,0
Edwards County Medical Center,0
Kiowa District Healthcare,0
Rush County Memorial Hospital,0
Kearny County Hospital,0
Larned State Hospital,1
Pawnee Valley Community Hospital,2
LMH Health,4
Saint John Hospital,1
Wichita County Health Center,0
Southwest Medical Center,4
Lindsborg Community Hospital,0
Lincoln County Hospital,0
Hospital District No 1 of Rice County,0
St. Luke Hospital and Living Center,0
Community Memorial Healthcare,0
"McPherson Hospital, Inc.",8
Meade District Hospital,1
Medicine Lodge Memorial Hospital,0
Minneola District Hospital,1
Ottawa County Health Center,1
Mercy Hospital Inc.,2
Ness County Hospital District No 2,0
Wilson Medical Center KS,0
NMC Health,3
Prairie View,0
Norton County Hospital,5
Logan County Hospital,0
Decatur Health Systems,0
Olathe Medical Center,7
Community HealthCare System,0
Osawatomie State Hospital at Adair Acute Care,0
Osborne County Memorial Hospital,0
Overland Park Regional Medical Center,12
AdventHealth Ottawa,0
AdventHealth Shawnee Mission,3
Miami County Medical Center,0
Labette Health,1
Parsons State Hospital and Training Center,3
Phillips County Health Systems,2
Ascension Via Christi Hospital,0
Rooks County Health Center,0
Pratt Regional Medical Center,2
Gove County Medical Center,0
Grisell Memorial Hospital District One,1
Russell Regional Hospital,0
Sabetha Community Hospital,0
Cheyenne County Hospital,5
Scott County Hospital,0
Satanta District Hospital and Long Term Care,0
Sedan City Hospital,0
Nemaha Valley Community Hospital,0
Smith County Memorial Hospital,0
Stafford County Hospital,0
Hamilton County Hospital,0
University of Kansas Health System St. Francis Campus,6
Stormont Vail Health,4
Kansas Neurological Institute,2
Greeley County Health Services,0
Bob Wilson Memorial Grant County Hospital,0
Trego County-Lemke Memorial Hospital,0
Wamego Health Center,0
Washington County Hospital KS,2
Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center,7
Wesley Medical Center,7
F. W. Huston Medical Center,0
William Newton Hospital,2
Jewell County Hospital,0
Sumner County Hospital District 1,0
Stanton County Hospital,0
Cottonwood Springs Hospital,3
Encompass Health Rehabilitation Hospital of Jonesboro,2
"CHI St. Vincent Sherwood Rehabilitation Hospital, a partner of Encompass Health",9
Pinnacle Pointe Behavioral Healthcare System,19
"Encompass Health Rehabilitation Hospital, a Partner of Washington Regional",6
Northwest Medical Center - Springdale,2
Arkansas Heart Hospital,12
CHRISTUS Dubuis Hospital of Hot Springs,9
