From Current Year File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL HOSPITALS WITH SELECTED DATA FIELDS (FY2022 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: AHA DataQuery™, FY2022/Current Year Data. Copyrighted and licensed by Health Forum LLC, an American Hospital Association company, Chicago, 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List created by Alyssa Vincent on May 3, 2024, AHA Resource Center, (312) 422-2008, avincent@aha.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We used the most current information available, which includes 2022 data; some hospitals added since the 2022 survey was completed will not have complete data. Additionally, some hospitals may have closed and have been removed from the data.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,AHA ID,Medicare Provider ID,Hospital Name,Address,City,State,Zip,Area code,Local telephone number,Web address,Contract managed hospital,Management organization name,Management organization city,Management organization state,Community hospital designation for Stats,Census Bureau codes,County,Latitude,Longitude,Control / Ownership Type,Operates subsidiary corps.,Primary Service,System ID,System Name,System Address,System City,System State,System Zip,System phone,System Primary Contact,System Contact Title,Chief Admin. Name,Air ambulance services - hospital,Air ambulance services - health system,Air ambulance services - joint venture,Ambulance services,Ambulance services - health system,Ambulance services - joint venture,Trauma center certified level,Does your hospital/health system have a significant partnership with an insurer or an insurance company/health plan?,Total Capital Expenditures,Emergency medicine (TE),Hospitalist (TE),Intensivist (TE),Obstetrics/gynecology (TE),Other specialists (TE),Primary care (TE),Radiologists/pathologist/anesthesiologist (TE),Total Physicians (TE)
CY,6660028,281343,West Holt Medical Services,406 West Neely Street,Atkinson,NE,68713-4801,402,9252811,http://www.westholtmed.org,,,,,Yes,31089,"Holt, NE",42.529,-98.9826,Nongovt. (not-for-profit) - Other,,General medical and surgical,5990814,Faith Regional Health Services,2700 West Norfolk Avenue,Norfolk,NE,68701-4438,(402)371-4880,"Kelly Driscoll, RN, MHA, FACHE",President and Chief Executive Officer,"Jeremy Bauer, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660035,281324,Nemaha County Hospital,2022 13th Street,Auburn,NE,68305-1799,402,2744366,http://www.nchnet.org,No,,,,Yes,31127,"Nemaha, NE",40.3912,-95.8535,Govt. (non federal) - County,No,General medical and surgical,,,,,,,,,,"Marty Fattig, Chief Executive Officer",No,No,No,No,No,Yes,Rural Trauma Hospital,No,1257095,0,0,0,0,0,0,0,0
CY,6660052,281320,Memorial Community Health,1423 Seventh Street,Aurora,NE,68818-1197,402,6943171,http://www.memorialcommunityhealth.org,,,,,Yes,31081,"Hamilton, NE",40.8712,-98.0103,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Justin Wolf, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660062,281333,Rock County Hospital,102 East South Street,Bassett,NE,68714-5508,402,6843366,http://www.rockcountyhospital.com,No,,,,Yes,31149,"Rock, NE",42.5752,-99.5375,Govt. (non federal) - County,No,General medical and surgical,,,,,,,,,,"Stacey A Knox, Administrator",No,No,No,Yes,No,No,,No,172727,0,0,0,0,0,1,0,1
CY,6660090,281364,Beatrice Community Hospital and Health Center,4800 Hospital Parkway,Beatrice,NE,68310-6906,402,2283344,http://www.beatricecommunityhospital.com,No,,,,Yes,31067,"Gage, NE",40.3159,-96.7495,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Richard Haraldson, Chief Executive Officer",No,No,No,No,No,No,,No,1441691,6,4,0,2,2,12,0,26
CY,6660100,281340,Dundy County Hospital,1313 North Cheyenne Street,Benkelman,NE,69021-3074,308,4232204,http://www.dchbenkelman.com,,,,,Yes,31057,"Dundy, NE",40.0511,-101.537,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Kristopher Mathews, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660112,281359,Memorial Community Hospital and Health System,810 North 22nd Street,Blair,NE,68008-1199,402,4262182,http://www.mchhs.org,Yes,CHI Health,Omaha,NE,Yes,31177,"Washington, NE",41.5511,-96.1446,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Manuela Banner, President and Chief Executive Officer",No,No,No,No,No,No,Other,No,1453538,6,0,0,0,0,6,0,12
CY,6660115,281318,Morrill County Community Hospital,1313 'S' Street,Bridgeport,NE,69336-0579,308,2621616,http://www.morrillcountyhospital.com,,,,,Yes,31123,"Morrill, NE",41.6618,-103.092,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Robin Stuart, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660120,281365,Jennie M. Melham Memorial Medical Center,145 Memorial Drive,Broken Bow,NE,68822-1378,308,8724100,https://www.melham.org,,,,,Yes,31041,"Custer, NE",41.409,-99.6308,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Kyle Kellum, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660125,281335,Callaway District Hospital,211 East Kimball,Callaway,NE,68825-2589,308,8362228,http://www.callawayhospital.org,,,,,Yes,31041,"Custer, NE",41.2908,-99.9226,Govt. (non federal) - Hospital district,,General medical and surgical,,,,,,,,,,"Brett Eggleston, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660128,281348,Tri Valley Health System,1305 West Highway 6 and 34,Cambridge,NE,69022-0488,308,6973329,http://www.trivalleyhealth.com,,,,,Yes,31065,"Furnas, NE",40.2821,-100.163,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Clay Jordan, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660133,280131,Midwest Surgical Hospital,7915 Farnam Drive,Omaha,NE,68114-4504,402,3991900,http://www.mwsurgicalhospital.com,,,,,Yes,31055,"Douglas, NE",41.2575,-96.037,Investor-owned; for-profit - Corporation,,Surgical,,,,,,,,,,"Charles Livingston, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660135,281328,Merrick Medical Center,1715 26th Street,Central City,NE,68826-9620,308,9463015,https://www.bryanhealth.com,,,,,Yes,31121,"Merrick, NE",41.1067,-98.0021,Govt. (non federal) - County,,General medical and surgical,5990400,Bryan Health,1600 South 48th Street,Lincoln,NE,68506-1283,(402)481-1111,Russell R. Gronewold,President and Chief Executive Officer,"Julie Lacy, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660138,280132,Nebraska Medicine - Bellevue,2500 Bellevue Medical Center Drive,Bellevue,NE,68123-1591,402,7633000,http://www.nebraskamed.com,No,,,,Yes,31153,"Sarpy, NE",41.1372,-95.948,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Julie L Lazure, Vice President, Nurse Executive",No,No,Yes,No,No,Yes,,Yes,3209321,44,56,51,17,367,108,126,769
CY,6660140,281341,Chadron Community Hospital and Health Services,825 Centennial Drive,Chadron,NE,69337-9400,308,4325586,http://www.chadronhospital.com,,,,,Yes,31045,"Dawes, NE",42.823,-103.015,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Sean Wolfe, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660145,280111,Columbus Community Hospital NE,4600 38th Street,Columbus,NE,68601-1664,402,5647118,http://www.columbushosp.org,No,,,,Yes,31141,"Platte, NE",41.4533,-97.3838,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,,,,,,,,,,"Michael T Hansen, President and Chief Executive Officer",No,No,Yes,No,No,Yes,Rural Trauma Hospital,No,,10,0,0,0,10,1,3,24
CY,6660162,281327,Cozad Community Health System,300 East 12th Street,Cozad,NE,69130-1505,308,7842261,http://www.cozadhealthcare.com,,,,,Yes,31047,"Dawson, NE",40.8635,-99.9825,Govt. (non federal) - Hospital district,,General medical and surgical,,,,,,,,,,"Robert Dyer, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660166,281331,Avera Creighton Hospital,1503 Main Street,Creighton,NE,68729-3007,402,3585700,http://www.avera.org/creighton/,No,,,,Yes,31107,"Knox, NE",42.4663,-97.9174,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5995255,Avera Health,"3900 West Avera Drive, Suite 300",Sioux Falls,SD,57108-5721,(605)322-4700,"James F. Dover, FACHE",President and Chief Executive Officer,"Theresa L. Guenther, Chief Executive Officer",No,No,No,No,No,No,Other,No,259282,0,0,0,0,0,2,0,2
CY,6660167,281354,Crete Area Medical Center,2910 Betten Drive,Crete,NE,68333-3084,402,8262102,http://www.creteareamedicalcenter.com,,,,,Yes,31151,"Saline, NE",40.6414,-96.9368,Nongovt. (not-for-profit) - Other,,General medical and surgical,5990400,Bryan Health,1600 South 48th Street,Lincoln,NE,68506-1283,(402)481-1111,Russell R. Gronewold,President and Chief Executive Officer,"Stephanie Boldt, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660175,281332,Butler County Health Care Center,372 South Ninth Street,David City,NE,68632-2116,402,3671200,http://www.bchccnet.org,,,,,Yes,31023,"Butler, NE",41.2466,-97.1224,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Donald T. Naiberk, Administrator and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660192,281319,Jefferson Community Health and Life,2200 'H' Street,Fairbury,NE,68352-1119,402,7293351,http://www.jchealthandlife.org,No,,,,Yes,31095,"Jefferson, NE",40.1558,-97.1749,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Burke Kline, Chief Executive Officer",No,No,No,No,No,No,,No,3768416,0,0,0,0,0,5,0,5
CY,6660200,281352,"Community Medical Center, Inc.",3307 Barada Street,Falls City,NE,68355-2470,402,2452428,http://www.cmcfc.org,No,,,,Yes,31147,"Richardson, NE",40.0777,-95.608,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Ryan C. Larsen, Chief Executive Officer",No,No,No,No,No,Yes,Rural Trauma Hospital,No,1469760,0,6,0,0,0,3,0,9
CY,6660220,281311,Franklin County Memorial Hospital NE,1406 'Q' Street,Franklin,NE,68939-0315,308,4256221,http://www.fcmh.com,,,,,Yes,31061,"Franklin, NE",40.1021,-98.9545,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Theresa Rizzo, Administrator",,,,,,,,,,,,,,,,,
CY,6660230,280077,Methodist Fremont Health,450 East 23rd Street,Fremont,NE,68025-2387,402,7211610,http://www.fremonthealth.com,No,,,,Yes,31053,"Dodge, NE",41.4533,-96.4911,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5999265,"Nebraska Methodist Health System, Inc.",825 S. 169th Street,Omaha,NE,68118-9300,(402)354-5411,"Stephen L. Goeser, FACHE",President and Chief Executive Officer,"Brett M. Richmond, President and Chief Executive Officer",No,No,Yes,No,No,Yes,,No,4431564,8,8,1,5,47,10,18,97
CY,6660240,280779,Friend Community Healthcare System,905 Second Street,Friend,NE,68359-1133,402,9472541,http://friendmed.org/,,,,,Yes,31151,"Saline, NE",40.6532,-97.2818,Govt. (non federal) - City,,Rural Emergency Hospital,,,,,,,,,,"John W. Wilson, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660245,281301,Fillmore County Hospital,1900 'F' Street,Geneva,NE,68361-1325,402,7593167,http://www.fhsofgeneva.org,No,,,,Yes,31059,"Fillmore, NE",40.5244,-97.5877,Govt. (non federal) - County,No,General medical and surgical,,,,,,,,,,"Christopher Nichols, Chief Executive Officer",No,No,Yes,Yes,No,No,,No,5062842,0,0,0,0,2,0,0,2
CY,6660270,281358,Gordon Memorial Health Services,300 East Eighth Street,Gordon,NE,69343-1123,308,2820401,http://www.gordonmemorial.org,No,,,,Yes,31161,"Sheridan, NE",42.8118,-102.2,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Megan Heath, Chief Executive Officer and Chief Nursing Officer",No,No,Yes,No,Yes,Yes,,No,,,,,,,,,
CY,6660275,281313,Gothenburg Health,910 20th Street,Gothenburg,NE,69138-1237,308,5373661,http://www.gothenburghealth.org,No,,,,Yes,31047,"Dawson, NE",40.9389,-100.154,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Mick Brant, Chief Executive Officer",No,No,No,No,No,No,,No,6188877,0,0,0,2,0,1,0,3
CY,6660290,280023,CHI Health Saint Francis,2620 West Faidley Avenue,Grand Island,NE,68803-4297,308,3844600,https://www.chihealth.com/st-francis.html,No,,,,Yes,31079,"Hall, NE",40.9258,-98.3716,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Edward J Hannon, President",No,No,No,No,No,No,Rural Trauma Hospital,No,14029263,0,6,2,2,9,3,9,31
CY,6660298,281356,Perkins County Health Services,900 Lincoln Avenue,Grant,NE,69140-3095,308,3527200,http://www.pchsgrant.com,,,,,Yes,31135,"Perkins, NE",40.8488,-101.727,Govt. (non federal) - Hospital district,,General medical and surgical,,,,,,,,,,"Neil A Hilton, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660300,280032,Mary Lanning Healthcare,715 North St Joseph Avenue,Hastings,NE,68901-4497,402,4634521,http://www.marylanning.org,,,,,Yes,31001,"Adams, NE",40.5923,-98.3875,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Eric A Barber, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660305,281304,Thayer County Health Services,120 Park Avenue,Hebron,NE,68370-2019,402,7686041,http://www.thayercountyhealth.com,,,,,Yes,31169,"Thayer, NE",40.1602,-97.5945,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Brian Rokusek, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660308,281308,Henderson Health Care Services,1621 Front Street,Henderson,NE,68371-8902,402,7234512,http://www.hendersonhealthcare.org/getpage.php?name=message,,,,,Yes,31185,"York, NE",40.783,-97.8072,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Cheryl Brown, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660322,281362,Phelps Memorial Health Center,1215 Tibbals Street,Holdrege,NE,68949-1255,308,9952211,http://www.phelpsmemorial.com,,,,,Yes,31137,"Phelps, NE",40.4471,-99.382,Nongovt. (not-for-profit) - Other,,General medical and surgical,5990002,Ovation Healthcare,"1573 Mallory Lane, Suite 200",Brentwood,TN,37027,(615)371-7979,Dwayne Gunter,President and Chief Executive Officer,"Mark Harrel, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660340,281351,Chase County Community Hospital,600 West 12th Street,Imperial,NE,69033-3130,308,8827111,http://www.chasecountyhospital.com,,,,,Yes,31029,"Chase, NE",40.5233,-101.65,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Abigail Cyboron, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660375,281305,Kimball Health Services,255 West 4th Street,Kimball,NE,69145,308,2351952,http://www.kimballhealth.org,,,,,Yes,31105,"Kimball, NE",41.2325,-103.667,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Cassie Gasseling, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660395,281361,Lexington Regional Health Center,1201 North Erie Street,Lexington,NE,68850-1560,308,3245651,http://www.lexingtonregional.org,,,,,Yes,31047,"Dawson, NE",40.7854,-99.7574,Govt. (non federal) - Hospital district,,General medical and surgical,,,,,,,,,,"Wade Eschenbrenner, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660409,283026,Madonna Rehabilitation Hospital,17500 Burke Street,Omaha,NE,68118-2244,844,4033131,https://www.madonna.org,No,,,,Yes,31055,"Douglas, NE",41.2602,-96.1903,Nongovt. (not-for-profit) - Other,No,Rehabilitation,,,,,,,,,,"Paul Dongilli Jr, President and Chief Executive Officer",No,No,No,No,No,No,,No,1004205,0,7,0,0,5,0,0,12
CY,6660414,280134,Kearney Regional Medical Center,804 22nd Avenue,Kearney,NE,68845-2206,855,4045762,http://www.kearneyregional.com,,,,,Yes,31019,"Buffalo, NE",40.6825,-99.1126,Nongovt. (not-for-profit) - Other,,General medical and surgical,5990400,Bryan Health,1600 South 48th Street,Lincoln,NE,68506-1283,(402)481-1111,Russell R. Gronewold,President and Chief Executive Officer,"Danny VanRanken, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660418,282000,Madonna Rehabilitation Hospital NE,5401 South Street,Lincoln,NE,68506-2150,402,4133000,http://www.madonna.org/,,,,,Yes,31109,"Lancaster, NE",40.7902,-96.6473,Nongovt. (not-for-profit) - Other,,Acute Long-Term Care,,,,,,,,,,"Paul Dongilli Jr, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660430,284003,Lincoln Regional Center,801 West Prospector Place,Lincoln,NE,68522-2299,402,4714444,http://www.hhs.state.ne.us/beh/rc,No,,,,No,31109,"Lancaster, NE",40.7846,-96.7303,Govt. (non federal) - State,No,Psychiatric,,,,,,,,,,"Jess Russell-Berring, Hospital Administrator",No,No,No,No,No,No,,No,,,,,,,,,
CY,6660435,283025,Madonna Rehabilitation Hospital NE 1,5401 South Street,Lincoln,NE,68506-2134,402,4897102,http://www.madonna.org,No,,,,No,31109,"Lancaster, NE",40.7902,-96.6473,Nongovt. (not-for-profit) - Other,No,Rehabilitation,,,,,,,,,,"Paul Dongilli Jr, President and Chief Executive Officer",No,No,No,No,No,No,,No,12156257,0,11,0,0,0,0,0,11
CY,6660447,280139,Grand Island Regional Medical Center,3533 Prairieview Street,Grand Island,NE,68803-4409,308,6755000,http://giregional.org,,,,,Yes,31079,"Hall, NE",40.9561,-98.4146,Nongovt. (not-for-profit) - Other,,General medical and surgical,5990400,Bryan Health,1600 South 48th Street,Lincoln,NE,68506-1283,(402)481-1111,Russell R. Gronewold,President and Chief Executive Officer,"Drew Waterman, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660450,,Nebraska Penal and Correctional Hospital,14th And Pioneer Streets,Lincoln,NE,68501,402,4713161,http://www.corrections.nebraska.gov,,,,,No,31109,"Lancaster, NE",40.7702,-96.7015,Govt. (non federal) - State,,"Hospital unit of an institution (prison hospital, college infirmary, etc.)",,,,,,,,,,"Randy T Kohl, Deputy Director, Health Services",,,,,,,,,,,,,,,,,
CY,6660460,280020,CHI Health St Elizabeth,555 South 70th Street,Lincoln,NE,68510-2494,402,2198000,https://www.chihealth.com/st-elizabeth.html,,,,,Yes,31109,"Lancaster, NE",40.808,-96.6269,Nongovt. (not-for-profit) - Church Operated,,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Rick Thompson, Interim President",,,,,,,,,,,,,,,,,
CY,6660490,281303,Niobrara Valley Hospital,401 South Fifth Street,Lynch,NE,68746-0118,402,5692451,http://www.nvhcares.org,,,,,Yes,31015,"Boyd, NE",42.8246,-98.4685,Nongovt. (not-for-profit) - Other,,General medical and surgical,5990814,Faith Regional Health Services,2700 West Norfolk Avenue,Norfolk,NE,68701-4438,(402)371-4880,"Kelly Driscoll, RN, MHA, FACHE",President and Chief Executive Officer,"Kelly Kalkowski, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660500,281363,Community Hospital NE,1301 East 'H' Street,McCook,NE,69001-1328,308,3442650,http://www.chmccook.org,No,,,,Yes,31145,"Red Willow, NE",40.2053,-100.608,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,,,,,,,,,,"Troy Bruntz, President and Chief Executive Officer",No,No,Yes,No,No,Yes,,No,6728170,1,0,0,0,1,0,0,2
CY,6660512,281306,Kearney County Health Services,727 East First Street,Minden,NE,68959-1705,308,8323400,http://www.kchs.org,,,,,Yes,31099,"Kearney, NE",40.4958,-98.9427,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Luke David Poore, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660520,281342,CHI Health St. Mary's,1301 Grundman Boulevard,Nebraska City,NE,68410,402,8733321,http://www.chihealthstmarys.com,No,,,,Yes,31131,"Otoe, NE",40.6563,-95.8624,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Daniel DeFreece, President",No,No,No,No,No,No,Other,No,221000,1,0,0,0,0,5,0,6
CY,6660525,281326,Antelope Memorial Hospital,102 West 9th Street,Neligh,NE,68756-1114,402,8874151,http://www.amhne.org/,,,,,Yes,31003,"Antelope, NE",42.1336,-98.03,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Diane Brugger, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660560,280065,Great Plains Health,601 West Leota Street,North Platte,NE,69101-6598,308,5688000,http://www.gphealth.org,No,,,,Yes,31111,"Lincoln, NE",41.1217,-100.77,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,,,,,,,,,,"Ivan Mitchell, Chief Executive Officer",No,No,Yes,No,No,Yes,Rural Trauma Hospital,No,26738266,5,10,0,0,33,10,3,61
CY,6660610,281355,Ogallala Community Hospital,2601 North Spruce Street,Ogallala,NE,69153-2465,308,2844011,https://www.bannerhealth.com/locations/ogallala/ogallala-community-hospital,No,,,,Yes,31101,"Keith, NE",41.1513,-101.719,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990194,Banner Health,"2901 North Central Avenue, Suite 160",Phoenix,AZ,85012-2702,(602)747-4000,"Peter S Fine, FACHE",Chief Executive Officer,"Timothy Gullingsrud, Chief Executive Officer",No,No,No,No,No,No,Other,Yes,704694,7,0,53,1,9,4,1,75
CY,6660635,283301,Children's Nebraska,8200 Dodge Street,Omaha,NE,68114-4113,402,9555400,http://www.childrensomaha.org,No,,,,Yes,31055,"Douglas, NE",41.2606,-96.0416,Nongovt. (not-for-profit) - Church Operated,No,Children's general,,,,,,,,,,"Chanda Chacon, President and Chief Executive Officer",Yes,No,No,Yes,No,No,Community Trauma Center,No,50982181,0,0,0,0,3,12,0,15
CY,6660650,280105,CHI Health Midlands,11111 South 84th Street,Papillion,NE,68046-4122,402,5933000,http://www.CHIhealth.com,,,,,Yes,31153,"Sarpy, NE",41.1359,-96.0401,Nongovt. (not-for-profit) - Church Operated,,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Kevin Miller, President",,,,,,,,,,,,,,,,,
CY,6660660,284009,Douglas County Community Mental Health Center,4102 Woolworth Avenue,Omaha,NE,68105-1899,402,4447449,http://www.co.douglas.ne.us,,,,,No,31055,"Douglas, NE",41.2464,-95.9744,Govt. (non federal) - County,,Psychiatric,,,,,,,,,,"Sherry L. Glasnapp, Director",,,,,,,,,,,,,,,,,
CY,6660690,280081,CHI Health Immanuel,6901 North 72nd Street,Omaha,NE,68122-1799,402,5722121,http://www.alegent.com/immanuel,No,,,,Yes,31055,"Douglas, NE",41.3218,-96.0213,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Anthony Ashby, Interim President",No,No,No,No,No,No,,No,,0,60,13,8,134,25,34,274
CY,6660706,283300,Boys Town National Research Hospital,555 North 30th Street,Omaha,NE,68131-2198,531,3556510,http://www.boystownhospital.org,,,,,Yes,31055,"Douglas, NE",41.2641,-95.9559,Nongovt. (not-for-profit) - Other,,Children's general,,,,,,,,,,"Jason Bruce, Executive Vice President of Healthcare and Director of Boys Town National Research Hospital and Clinics",,,,,,,,,,,,,,,,,
CY,6660710,280040,Nebraska Methodist Hospital,8303 Dodge Street,Omaha,NE,68114-4199,402,3544000,http://www.bestcare.org,No,,,,Yes,31055,"Douglas, NE",41.2584,-96.0421,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5999265,"Nebraska Methodist Health System, Inc.",825 S. 169th Street,Omaha,NE,68118-9300,(402)354-5411,"Stephen L. Goeser, FACHE",President and Chief Executive Officer,"Josie Abboud, President and Chief Executive Officer",No,No,Yes,No,No,Yes,,No,35969898,17,32,11,25,102,44,15,246
CY,6660720,280060,CHI Health Creighton University Medical Center - Bergan Mercy,7500 Mercy Road,Omaha,NE,68124-2319,402,3986060,http://www.chihealth.com/chi-health-bergan-mercy,No,,,,Yes,31055,"Douglas, NE",41.2394,-96.0307,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Julie Goebel, Interim Chief Executive Officer",No,No,Yes,No,No,Yes,Regional Resource Trauma Center,No,,0,56,16,75,120,54,10,331
CY,6660745,,Omaha VA Medical Center,4101 Woolworth Avenue,Omaha,NE,68105-1873,402,3468800,http://www.nebraska.va.gov/,No,,,,No,31055,"Douglas, NE",41.2429,-95.9744,Govt. (federal) - Veterans' Affairs,No,General medical and surgical,5999295,Department of Veterans Affairs,810 Vermont Ave Northwest,Washington,DC,20420-0001,(202)273-5781,Robert Wilkie,Secretary,"Eileen M Kingston, Acting Director, Chief Executive Officer",No,No,No,No,No,No,,No,,,,,,,,,
CY,6660747,281329,Avera St. Anthony's Hospital,300 North Second Street,O'Neill,NE,68763-1514,402,3362611,http://www.avera.org/st-anthonys,No,,,,Yes,31089,"Holt, NE",42.4606,-98.6504,Nongovt. (not-for-profit) - Church Operated,No,General medical and surgical,5995255,Avera Health,"3900 West Avera Drive, Suite 300",Sioux Falls,SD,57108-5721,(605)322-4700,"James F. Dover, FACHE",President and Chief Executive Officer,"John Kozyra, Chief Executive Officer",No,No,No,No,No,No,,No,1161881,,,,,,,,
CY,6660761,281353,Valley County Health System,2707 L Street,Ord,NE,68862-1275,308,7284200,http://www.valleycountyhealthsystem.org,No,,,,Yes,31175,"Valley, NE",41.6027,-98.9419,Govt. (non federal) - County,No,General medical and surgical,,,,,,,,,,"Nancy Glaubke, Chief Executive Officer",No,No,No,Yes,No,No,Other,No,,,,,,,,,
CY,6660765,281314,Annie Jeffrey Memorial County Health Center,531 Beebe Street,Osceola,NE,68651-5537,402,7472031,http://www.ajhc.org,,,,,Yes,31143,"Polk, NE",41.1697,-97.549,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Marcus Augustin, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660770,281310,Regional West Garden County,1100 West Second Street,Oshkosh,NE,69154-6152,308,7723283,http://www.gchealth.org,Yes,Regional West Health Services,Scottsbluff,NE,Yes,31069,"Garden, NE",41.4131,-102.348,Govt. (non federal) - County,No,General medical and surgical,,,,,,,,,,"Bradley C. Howell, Chief Executive Officer",No,No,No,Yes,No,No,,No,,,,,,,,,
CY,6660780,281347,Osmond General Hospital,402 North Maple Street,Osmond,NE,68765-5726,402,7483393,http://www.osmondhospital.com,No,,,,Yes,31139,"Pierce, NE",42.3598,-97.5955,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Lon Knievel, Chief Executive Officer",No,No,No,No,No,No,,No,,,,,,,,,
